"clusters","silhouette_width","sums_of_squares"
"1",0,248.387873674516
"2",0.426237836955594,133.387386992963
"3",0.396504808237377,91.0003127088408
"4",0.378879575737143,72.9043351553727
"5",0.365558285454956,59.9147633806712
"6",0.357211422576403,52.2472770509671
"7",0.34824295225061,45.6207844452259
"8",0.342370702045069,41.707314794011
"9",0.323464460273876,37.8018289127437
"10",0.338472313775812,35.028281070477
"11",0.337122097223466,32.9287307126311
"12",0.323796476937315,32.6160887590612
"13",0.322165232622434,29.569191074587
"14",0.322196191580069,28.0121628468013
"15",0.318180933544178,26.7108798612549
"16",0.301870716333264,25.8806243224349
"17",0.303675331827412,24.8574878300677
"18",0.306498798919512,23.7240161341671
"19",0.304915450126556,22.8801132395815
"20",0.286758830459936,22.4786078447549
"21",0.2930415818448,21.3847913312527
"22",0.300542343852643,20.8777012790281
"23",0.293486330180171,20.5037666391736
"24",0.28688753213727,19.8036746234954
"25",0.294813513501694,19.0668862000312
"26",0.282868951003085,18.8686658531468
"27",0.285482808163977,18.1326790887859
"28",0.291538058661353,17.7613497141842
"29",0.282532716687836,17.3265203359926
"30",0.280641768164067,17.0317389799747
"31",0.280566616036058,16.6383823385462
"32",0.282474198894603,16.1829030462299
"33",0.286249344703658,15.9235300342461
"34",0.281445167424869,15.6256976574973
"35",0.283259344630663,15.352538376369
"36",0.284013604461872,14.9288528521767
"37",0.280271232682301,14.8147015205426
"38",0.275474438247798,14.6423525472439
"39",0.273037345436473,14.3337394535505
"40",0.276327428570243,13.98926879679
