"clusters","silhouette_width","sums_of_squares"
"1",0,248.793683756021
"2",0.420372197478789,135.231742950344
"3",0.397281092637727,91.8976925091736
"4",0.377737146568346,73.2198435274942
"5",0.365249980550666,60.7114096257987
"6",0.358219765982433,52.897775082929
"7",0.34671629626846,46.1196778719861
"8",0.341766444795587,42.168004382255
"9",0.330797788761444,38.2247063603404
"10",0.336957240137303,35.3037229670736
"11",0.338093413102032,33.5291675630414
"12",0.322797259778148,31.8983189394636
"13",0.324678424721124,29.7735685775983
"14",0.315376921081986,28.4041611794034
"15",0.306257717415922,26.8949033583062
"16",0.309758700434625,25.8648824923365
"17",0.299446325282894,25.0752713963539
"18",0.298203972679896,24.1866009021879
"19",0.288535594936535,23.0720903939075
"20",0.299021526099319,22.2886419425949
"21",0.290475353914032,21.7572972781702
"22",0.283750442188824,21.3730093821953
"23",0.296829494370025,20.808411157735
"24",0.293783837977616,19.8149707089078
"25",0.286696670873934,19.3092047756864
"26",0.289171991691038,19.0654270110557
"27",0.268849256442978,18.2607818330999
"28",0.284503769980832,17.8951579085742
"29",0.28717008966377,17.5557052442306
"30",0.2924130094577,16.856978196058
"31",0.286683139312887,16.5423806748799
"32",0.281430682491577,16.4515584009299
"33",0.281941980409675,15.9294989098561
"34",0.282942098998423,15.6635493352681
"35",0.278996453385196,15.2786140376218
"36",0.281846790819994,14.9716939641386
"37",0.274333358585902,14.7204946043916
"38",0.277870388048141,14.5958802819246
"39",0.274788282991407,14.2272679452773
"40",0.274528480487759,13.9588869031138
