"clusters","silhouette_width","sums_of_squares"
"1",0,248.832111381804
"2",0.426031122758711,133.591710279291
"3",0.396829692035828,91.1630226619977
"4",0.376415038650918,72.9473226681342
"5",0.365126469425367,60.2206364337169
"6",0.364270026237992,52.5306179633447
"7",0.349535940600674,45.6965018179341
"8",0.341831618279344,41.7992304694066
"9",0.338966834902487,39.099141887198
"10",0.339646462265916,35.2012280706539
"11",0.322977770475286,33.5380839056713
"12",0.32598728941675,31.7543512858586
"13",0.330421449400375,29.7131457141469
"14",0.324044822844813,28.3798245841933
"15",0.309404412573355,27.0672598150476
"16",0.318718944863096,25.7699483622798
"17",0.30781196686702,24.8531032876502
"18",0.300255194738433,23.7975456121752
"19",0.305330988052273,23.036055903034
"20",0.29317128571338,22.2645041104252
"21",0.295635186097723,21.7544696151369
"22",0.289390407910482,21.2597910186325
"23",0.290518124845204,20.3277051352159
"24",0.29016455981635,19.7856182990412
"25",0.287087873658518,19.1135462265703
"26",0.289561996823554,18.7170010804462
"27",0.283249388508348,18.4467991708532
"28",0.28525185693375,17.8795994977361
"29",0.283306874208656,17.4416929208845
"30",0.286167475013497,17.0560371338962
"31",0.279068058180366,16.7218367570848
"32",0.275820139316832,16.490323587643
"33",0.280265232482124,15.9762390575887
"34",0.276032244027911,15.8044262021696
"35",0.281636633118511,15.3997120777406
"36",0.274567671102108,15.1997622463238
"37",0.272532951244485,14.8407372682779
"38",0.276232478002369,14.5717273081097
"39",0.278195095386116,14.2066361622187
"40",0.277757722482357,13.9953878697214
