"clusters","silhouette_width","sums_of_squares"
"1",0,249.415925789026
"2",0.428229091666711,133.35028906952
"3",0.398828664937049,90.9124752558149
"4",0.382234073785529,72.5827611749982
"5",0.366237344669208,60.249966507474
"6",0.352422196106887,52.4326323358476
"7",0.349696451460561,45.4024673956388
"8",0.342670044073294,41.4638134644726
"9",0.331643677319385,37.702589977273
"10",0.34206173871458,34.7476844879023
"11",0.335466848273429,33.0650696568909
"12",0.339102565355549,30.9310010398686
"13",0.321374706941795,29.1759152882166
"14",0.3223913188123,27.830136557853
"15",0.306343805949758,26.6825857010649
"16",0.306591070107222,25.3407335552532
"17",0.301872210754838,24.5693266643907
"18",0.308782141940522,23.6206867838422
"19",0.29936179981853,22.851233627683
"20",0.293132013774748,22.0939461769068
"21",0.301412531735922,21.0542071697295
"22",0.294709425268,20.4533379757051
"23",0.298987840316038,19.9185307216994
"24",0.286827108433227,19.7193059746395
"25",0.294850721397461,18.9632459737529
"26",0.29301446700023,18.3197759214155
"27",0.287578665378518,17.9772246107117
"28",0.284124115772188,17.5552544191099
"29",0.289279875985237,17.213615914639
"30",0.278485015042944,16.917145062687
"31",0.28499204704774,16.535135835052
"32",0.282485908139113,16.055125253834
"33",0.280679885419785,15.7216824076197
"34",0.278295924366295,15.6913035879924
"35",0.278610118979469,15.2540154726558
"36",0.274275073069976,15.024999521373
"37",0.28606591725554,14.6161218099252
"38",0.273092591972521,14.4081295650117
"39",0.279757128685019,14.0532782784884
"40",0.274616236996081,13.9636473037378
