"clusters","silhouette_width","sums_of_squares"
"1",0,248.828253731457
"2",0.42316205771186,134.209179525565
"3",0.39375881576506,91.9057212795579
"4",0.375514332225215,73.6990610309415
"5",0.36273421191256,60.9721880043106
"6",0.363408611652171,53.2274603266353
"7",0.348629109621188,46.1330977593296
"8",0.342461645558737,42.1392067889696
"9",0.330576742501843,38.3014447654287
"10",0.336436641907889,35.5654597744631
"11",0.318723436082565,33.4850022463891
"12",0.322433623772146,31.6379272954669
"13",0.32458083731282,30.1276741882645
"14",0.321775346350648,28.8217047845847
"15",0.316607731960206,27.5288046278063
"16",0.31087794449163,26.42685449293
"17",0.303908035076494,25.0744835757299
"18",0.307218734951101,24.6030456292067
"19",0.30355975905825,23.6525163535297
"20",0.299293709000806,22.518723267225
"21",0.304741091056574,22.0024028912449
"22",0.289369365390939,21.1926291203894
"23",0.285604185780339,20.727572007262
"24",0.302865486935946,20.0907916661389
"25",0.282301645106295,19.3674917169075
"26",0.286862854178427,19.0547272456139
"27",0.289062002601967,18.5158907201439
"28",0.290638202920577,18.2989567198925
"29",0.283996847857339,17.5803184711427
"30",0.288134510762731,17.1103791381844
"31",0.284024778672845,16.9265561106774
"32",0.280062389816737,16.5671111897295
"33",0.275927454748278,16.1438356276944
"34",0.2851918019683,15.7825906409188
"35",0.281565256437599,15.4836719087456
"36",0.277157278275297,15.1609330272843
"37",0.276841483219278,14.8477487458551
"38",0.278091950209387,14.8215037077599
"39",0.285733014029189,14.4952775172784
"40",0.277229570558202,14.3291714529819
