"clusters","silhouette_width","sums_of_squares"
"1",0,249.055400168664
"2",0.428052100952996,132.896132191572
"3",0.400269041716869,90.6610153143052
"4",0.379901217868901,72.9979797277333
"5",0.366248536797143,60.025552144686
"6",0.357406243051498,52.2809774332333
"7",0.35175428917508,45.4286166802393
"8",0.345551291043538,41.4741857078809
"9",0.334067446867016,37.6345095789721
"10",0.34219471485679,34.8075283923449
"11",0.342544762211732,33.2772360110488
"12",0.311326046968744,30.9948826468233
"13",0.327436109076327,29.4408770719956
"14",0.311590966936891,28.1334479166844
"15",0.319248004782406,26.8685199687372
"16",0.308092054344771,25.5430965092789
"17",0.299258373210037,25.0499823821755
"18",0.289129063745285,23.8839522155138
"19",0.303608987933465,22.9766528917531
"20",0.294433920626082,22.1603015631559
"21",0.29110381085253,21.4531439178494
"22",0.285122054151905,20.6876089943369
"23",0.294962935857084,20.3740164583556
"24",0.28252089200677,19.5909397043935
"25",0.290023871224952,18.8863708335827
"26",0.283900741154635,18.5293128431513
"27",0.283382228345171,18.5364873758396
"28",0.282545037951522,17.630030613962
"29",0.281328721966673,17.3869348539728
"30",0.286992225029691,16.9698055138652
"31",0.280977031183682,16.4142651298793
"32",0.277553112596182,16.0193174657259
"33",0.282721136402182,15.9880156961452
"34",0.277951081032131,15.4454363744473
"35",0.279510521053577,15.1416035812799
"36",0.269862156999424,14.9618363853695
"37",0.276576744632739,14.5634090673468
"38",0.276111342494111,14.3215965727953
"39",0.276530492663899,14.1229895432755
"40",0.27875436396223,13.8651840026415
