"clusters","silhouette_width","sums_of_squares"
"1",0,248.294908021388
"2",0.427272538508253,132.792406882415
"3",0.396830070696827,91.09910956828
"4",0.386488144317225,73.0715651275483
"5",0.363425065208561,60.5299343410005
"6",0.353264544079211,52.7432741551116
"7",0.347597756170759,45.945369376959
"8",0.338929803539541,41.9776931306943
"9",0.330179361904062,38.1501266323975
"10",0.338482201447523,35.3053449917969
"11",0.3225299248127,33.4679154823357
"12",0.318054164952009,31.532496074916
"13",0.307887264720069,30.1721254328416
"14",0.300874289720044,28.9309465135815
"15",0.307493799647601,27.271660179799
"16",0.307012270105957,26.0865697868724
"17",0.304960365363786,25.0609179771
"18",0.292950971804485,24.3386995307082
"19",0.293947726875139,23.1212346120172
"20",0.293702266254643,22.466010128425
"21",0.293029930757298,21.590832874911
"22",0.291480273573435,21.1320184562588
"23",0.292558766839329,20.195267685908
"24",0.288912292120869,19.7188328043602
"25",0.290436700429991,19.125140935605
"26",0.285888710814698,18.8295003076872
"27",0.285746370646997,18.1510866634685
"28",0.280032928642369,17.8329336520617
"29",0.289702880922019,17.3616428045197
"30",0.283722705600982,17.0571770818878
"31",0.288187240854044,16.6918224446376
"32",0.282366649678767,16.2415442800415
"33",0.282091798501206,16.0169731995579
"34",0.283703088433953,15.5700443432555
"35",0.281860908310943,15.3736460526732
"36",0.279268451669189,15.0401541662304
"37",0.280305582931463,14.7192485596621
"38",0.276294598229987,14.5750162109017
"39",0.28208484817003,14.291299099793
"40",0.276871514097416,13.9682030951458
