"clusters","silhouette_width","sums_of_squares"
"1",0,246.853796203747
"2",0.422961452839622,132.904051345874
"3",0.394587384539288,91.2424335570823
"4",0.375586407395086,72.9301713859142
"5",0.36047591114411,60.4943544812476
"6",0.361013136672859,52.6195512180522
"7",0.348894211885777,45.5732722611956
"8",0.342194216974272,42.9118565974528
"9",0.331052694403265,37.705153463309
"10",0.338297044269662,35.0331317278197
"11",0.320839738687391,33.0576835544867
"12",0.320982359787143,31.2399112794557
"13",0.321086888482535,29.8314268142605
"14",0.325850258574865,27.9601266698435
"15",0.326009773274746,26.8630023834994
"16",0.312169319580869,26.0850931463422
"17",0.298184406452712,24.8681691429078
"18",0.299816323725709,24.059864547119
"19",0.296567034913152,23.1111363129782
"20",0.301482262303282,22.5438921912544
"21",0.298580687236646,21.9006632125664
"22",0.298667050970058,21.0343232576231
"23",0.284734153328805,20.2492451072755
"24",0.284098694615184,19.9606516008262
"25",0.287484393055335,19.3310787533645
"26",0.285081588626501,18.7398807519851
"27",0.28511161699561,18.3016275870069
"28",0.278636715920266,18.0483470027855
"29",0.282149344196862,17.5546739348055
"30",0.279894780042961,17.2590064049493
"31",0.283142863085503,16.78158991028
"32",0.283033007461194,16.4531754639719
"33",0.278181401054916,16.2406229972098
"34",0.280960329979432,15.6603974424057
"35",0.281077023194473,15.2912744017282
"36",0.280453835186112,15.0522367249926
"37",0.278343314796493,14.7935568918906
"38",0.281904111775697,14.3885563209459
"39",0.27933994417052,14.237717411609
"40",0.278087592477866,13.9174342510464
