"clusters","silhouette_width","sums_of_squares"
"1",0,248.34989254687
"2",0.428409913157895,132.23761619734
"3",0.398038856543114,90.5744422252831
"4",0.379586126842437,72.3841958583531
"5",0.365299524879906,60.1968002014146
"6",0.356341515285177,52.2110167154108
"7",0.349477701475904,45.5047739074271
"8",0.341560123876011,41.6112582806619
"9",0.330741585177393,37.7805099640966
"10",0.337826159955834,35.0264004801715
"11",0.338148970173089,33.0401952202364
"12",0.325840774757111,31.6951131647839
"13",0.328088441871361,29.3712693565154
"14",0.317491450353518,27.8616269783455
"15",0.318403171405102,26.6382559637747
"16",0.317734721665269,25.7800133218728
"17",0.295271528054731,24.689505206561
"18",0.301538293819735,24.176718972301
"19",0.300924315293201,22.9976302947119
"20",0.292939192532616,22.1872151558211
"21",0.293244674703531,21.4953255148052
"22",0.294891143003648,20.8207418391704
"23",0.289092031254616,20.0944239633874
"24",0.295470779390773,19.5098591964483
"25",0.288933704028068,19.0264189038216
"26",0.287234926797863,18.6063398124821
"27",0.286605225985887,18.0969615339922
"28",0.274116131612084,17.6179892672116
"29",0.282144147102092,17.2756362875455
"30",0.289440321534205,16.983043287338
"31",0.280104855308012,16.5625148037272
"32",0.281644227388478,16.0583247557319
"33",0.281105788087817,15.8228881953905
"34",0.279824678437551,15.5039379614704
"35",0.278259134421041,15.4286123075359
"36",0.282344555906014,14.8574501258178
"37",0.278979819475746,14.8653060293488
"38",0.272973772355887,14.6934825070924
"39",0.275491430085617,14.286972287675
"40",0.277744012636623,13.8880637322001
