"clusters","silhouette_width","sums_of_squares"
"1",0,248.807125739489
"2",0.426817626614512,133.167283743063
"3",0.398086252666138,90.6961259843658
"4",0.377299778530647,72.6195496470679
"5",0.364411427437626,60.0409717389408
"6",0.356747667862424,52.2704879039952
"7",0.351938556668056,45.2988730406811
"8",0.345949320533715,41.3932079031589
"9",0.333743384402943,37.609491976246
"10",0.340507063975883,34.8858763602429
"11",0.340522331916797,33.1364069413952
"12",0.3239662373485,31.1866681492195
"13",0.325921247388926,29.8114085524369
"14",0.310570570473917,27.9593900040995
"15",0.306446991574686,27.247744618867
"16",0.303928166082457,25.880923406982
"17",0.305664234581315,24.6072595252188
"18",0.30597713692158,23.7091596437806
"19",0.294343194713309,23.0218632716667
"20",0.296014059015961,22.2063143591497
"21",0.289850777990542,21.6271684603096
"22",0.291460945651122,21.0212113140303
"23",0.289705756237073,20.4352941965867
"24",0.289804025542285,19.9953697835455
"25",0.286760431986504,19.2926840977791
"26",0.288305658684646,18.5975800510379
"27",0.290100954654551,18.0962567261596
"28",0.282745396942427,17.7137365948973
"29",0.278046885058702,18.8437105282121
"30",0.269112580471391,16.9995271732927
"31",0.277021817761364,16.7894023353259
"32",0.280739754901949,16.1849407849951
"33",0.276071283589547,16.0766636270556
"34",0.277379758814061,15.7383970487391
"35",0.278291558929519,15.3099365756567
"36",0.279295149761946,15.1229727651283
"37",0.278246437767746,14.6977036472238
"38",0.27917404686678,14.4509673992755
"39",0.266424476192641,14.7409582988526
"40",0.271922714127804,13.9996957197167
