"clusters","silhouette_width","sums_of_squares"
"1",0,247.703370994769
"2",0.424644429476222,133.233640546045
"3",0.395839725606801,90.8816935229908
"4",0.390316216419454,72.5160961208305
"5",0.369923703915617,59.4056558756919
"6",0.367902821688927,51.8797634805147
"7",0.350264386177134,45.120181248858
"8",0.340832339209398,41.3193136290654
"9",0.33388605395739,37.4139527166997
"10",0.340134443169462,34.7602321617367
"11",0.33350777340878,33.0991911015501
"12",0.32164321118452,30.9982695282029
"13",0.324798612003815,29.6025451160622
"14",0.320655381473895,27.7585001004964
"15",0.320783000025967,26.7132811217545
"16",0.304055339252047,25.7026183304353
"17",0.30113269156102,24.5653671220155
"18",0.303989535622048,23.7016466189465
"19",0.279533105064245,22.9706000277947
"20",0.290372287325194,22.1716966328184
"21",0.289409617326866,21.3726868437802
"22",0.292175965722289,20.5678873765538
"23",0.298165455900278,20.131937251315
"24",0.28895116177828,19.4527206685567
"25",0.289249657166667,19.0183047598996
"26",0.293864523365246,18.6537601827209
"27",0.287806268490983,18.1220611538089
"28",0.28107150153748,17.7742856546733
"29",0.275056312709331,17.4807827234306
"30",0.285081880292717,16.875173361286
"31",0.276699357070413,16.4931757346902
"32",0.276228906718243,16.3292512603753
"33",0.284453085877592,16.0228992598716
"34",0.274395114487691,15.5674031254191
"35",0.272461164200427,15.3881536475616
"36",0.286192100225923,14.9356379824331
"37",0.279126748649387,14.8594723338514
"38",0.274042379504767,14.435223731687
"39",0.273273361574556,14.3254787167827
"40",0.280786774180161,14.0919441549329
