"clusters","silhouette_width","sums_of_squares"
"1",0,250.248917458516
"2",0.428810284432679,133.50599939743
"3",0.39837375769516,91.381270675373
"4",0.381418428936696,72.7863815636022
"5",0.368194569160599,60.2828962237013
"6",0.367446888368124,52.5408445374977
"7",0.352517613437722,45.6125897277695
"8",0.34811396149062,41.6532685284535
"9",0.33481909883712,37.8589355132895
"10",0.342869197744102,34.9215324527391
"11",0.342843164923624,32.7933659922045
"12",0.324268378068898,31.2812382941754
"13",0.330084747341363,29.628499599804
"14",0.32285000153782,28.2256947831478
"15",0.307155184998678,26.7892874010973
"16",0.321235019110348,26.1450694004573
"17",0.298627405060147,25.1785997087225
"18",0.30430134966546,23.9081173909618
"19",0.295970631203211,22.9492485207532
"20",0.308426439521615,22.6143281753834
"21",0.294076203250392,21.5459869675526
"22",0.304307848887093,20.5446444716145
"23",0.294985853106717,20.1390759554124
"24",0.292850344708488,19.563613365806
"25",0.293652064651081,19.1167946296655
"26",0.295005981272828,18.5110058985858
"27",0.283800770983386,18.3688916024695
"28",0.29155709851688,17.6571375237549
"29",0.294109727570201,17.3222191638744
"30",0.29190439489781,16.8351380131704
"31",0.291724082948435,16.5205885642404
"32",0.281198199135763,16.2496150436025
"33",0.289472230562439,15.7817420417026
"34",0.282960987977914,15.7539822832266
"35",0.281238453204896,15.3095505121631
"36",0.282865826534,15.0891394926623
"37",0.279343983761396,14.8521379359742
"38",0.283441658706331,14.3770092234365
"39",0.283502804994916,14.1167372790747
"40",0.280704319384348,13.9115995869862
