"clusters","silhouette_width","sums_of_squares"
"1",0,247.971275587361
"2",0.428084181032647,132.63367584311
"3",0.397118700607132,90.661249059248
"4",0.37818034402652,72.8690926314206
"5",0.367073773565329,59.917713299153
"6",0.371459862421113,52.5457332194066
"7",0.348242487175816,45.4574881110093
"8",0.343415974137579,41.5926535896152
"9",0.330276949032957,37.8308764641152
"10",0.338785762268799,34.9312921620007
"11",0.33318636499793,33.2235023487072
"12",0.321481764996327,31.7020372077602
"13",0.317846951361737,29.3798385628577
"14",0.314154592321532,28.163317900312
"15",0.306528697733483,26.9555678240857
"16",0.302817071984547,25.6752412488467
"17",0.297743760333769,24.8055603598844
"18",0.236983091031911,24.0940774751827
"19",0.291442835446079,23.1879950451349
"20",0.293867687996371,22.3522749088501
"21",0.295981607657734,21.5451096297329
"22",0.286716117784472,21.0124727246728
"23",0.280795108310151,20.4548603862006
"24",0.285251391838681,19.9504506114085
"25",0.290240538155999,18.9698772452784
"26",0.284560491986919,18.4355812949635
"27",0.286621182386643,18.1235151652142
"28",0.28367312496769,17.9095381549733
"29",0.285248774592723,17.235509207536
"30",0.286982729245931,16.7547442039613
"31",0.28311527005399,16.5628981281714
"32",0.280940012473152,16.1522391247936
"33",0.273619238151195,15.8990767926958
"34",0.278500882391221,15.4226909171278
"35",0.278485363313228,16.1525579899986
"36",0.278301416150554,14.8964371938613
"37",0.276434348956873,14.645778576652
"38",0.278772961148916,14.2907534861131
"39",0.282378744727587,14.1485942402492
"40",0.27522118480059,13.8268499626338
