"clusters","silhouette_width","sums_of_squares"
"1",0,249.702437957691
"2",0.42499783390516,134.570911924255
"3",0.397541293147774,91.8540134692669
"4",0.379937722069319,73.1254093473773
"5",0.366791353984318,60.644569905052
"6",0.352275227393357,53.1377007084173
"7",0.348641938966869,46.1817085219826
"8",0.341341069031656,42.1835703652812
"9",0.327396701902747,38.2534376043237
"10",0.334005201554729,35.4225528030967
"11",0.330382157647509,33.3860941931506
"12",0.317477922353912,31.5196434043848
"13",0.322602602528237,29.9578084184924
"14",0.321963275839295,28.6325106789818
"15",0.297648611763609,27.2785782225476
"16",0.30730336796385,26.267973340349
"17",0.303016477246541,25.1664430445576
"18",0.29849818526768,24.2637344436918
"19",0.304392691160617,23.2724966795556
"20",0.287218044513888,23.0126384100477
"21",0.288906248491374,21.7924267781252
"22",0.289350756126952,21.1226459927041
"23",0.283224844205183,21.069967676438
"24",0.285916204364832,20.0300323529133
"25",0.289573886895862,19.2437169833327
"26",0.284052432331258,18.7852259666998
"27",0.288511605290917,18.3596194340224
"28",0.287864858889918,17.8758693758107
"29",0.285122886270505,17.5637238314406
"30",0.280891071836486,17.2371039307259
"31",0.283793601617241,16.8845243940587
"32",0.282730444834718,16.3963271931085
"33",0.277050464075888,16.2081901261847
"34",0.278064011926356,15.8638913456065
"35",0.267845539050738,15.910584199071
"36",0.27668824940548,15.1940030391739
"37",0.277656301587339,14.9701356311571
"38",0.270763433547414,14.8107814961694
"39",0.277886962982546,14.3740502905745
"40",0.272308114063475,14.2107036121575
