"clusters","silhouette_width","sums_of_squares"
"1",0,247.802160931158
"2",0.430712915960706,131.402625330193
"3",0.397986499672668,90.2717734711726
"4",0.387772022832063,72.4791533152605
"5",0.365337763624494,59.9017241467821
"6",0.360555286163642,51.8992057480189
"7",0.3504860861486,45.4936696048261
"8",0.343660040554913,41.4555435025964
"9",0.340422366145467,38.6071862007154
"10",0.335344014065172,34.8186306324545
"11",0.339241207403983,33.0565036757038
"12",0.324740554709275,31.4430148820378
"13",0.326417257031849,29.3429525005991
"14",0.325543902778644,27.7539786715774
"15",0.30454370194236,26.530658194025
"16",0.310403428806507,25.4537136653127
"17",0.301569978878626,24.800074356248
"18",0.302510522347958,23.7274430660069
"19",0.298494973781673,22.8011042411564
"20",0.288935582855693,22.3710017203922
"21",0.293859537782591,21.3676196529655
"22",0.291796910094364,21.1132802299532
"23",0.293181465678248,20.3607140039426
"24",0.285409769112835,19.6034266735923
"25",0.286676385525863,19.1825296681814
"26",0.289632870009081,18.6595625198369
"27",0.282995283012835,18.117131656478
"28",0.284596446013169,17.6930202066148
"29",0.28204679593362,17.2640990453548
"30",0.291289395255609,16.8821448328245
"31",0.278453319064359,16.5379532680769
"32",0.282532899155346,16.1355436445465
"33",0.280774644325482,15.8620900581998
"34",0.276881980955694,15.6012746398388
"35",0.274727212983469,15.3180628824028
"36",0.272042493124153,15.1559280298591
"37",0.279249112847625,14.7927933216176
"38",0.266338780458156,14.7988278300469
"39",0.274462001283494,14.1703810683187
"40",0.276335600648899,13.9460789191217
