"clusters","silhouette_width","sums_of_squares"
"1",0,248.799686425723
"2",0.428852712371354,132.968726472239
"3",0.400622722044607,90.482457560812
"4",0.382069616361566,72.0867760454096
"5",0.367742409414309,59.7559035148768
"6",0.362769834953617,52.263104483654
"7",0.352368515035643,45.3182143199123
"8",0.343081084682021,41.5135587272737
"9",0.341601582118345,37.7572957800994
"10",0.339147128641008,34.9779773071658
"11",0.338119682700637,32.8595556312756
"12",0.31936657606715,31.1264478556067
"13",0.322722633451067,30.0166912916625
"14",0.322405821858892,28.1915865943443
"15",0.311970041802548,26.9887380272043
"16",0.316543916445876,27.7668045404179
"17",0.309828750244794,24.7053181230431
"18",0.297095903461587,24.0212395405458
"19",0.296440940757203,22.8275391459613
"20",0.290037078636184,22.3801073063628
"21",0.296601094135812,21.438597525876
"22",0.29280868068714,20.622638159584
"23",0.292196254430225,20.1250403744503
"24",0.289981798088899,19.5085318723609
"25",0.289622011381617,18.9963126101847
"26",0.290216582121437,18.5295667149247
"27",0.287381992219014,18.2266971654622
"28",0.283988877007486,17.7559758669651
"29",0.282034819314025,17.2344115518635
"30",0.285344036524664,16.9478873585404
"31",0.281025714419098,16.5689518804091
"32",0.279453637507644,16.2522912707001
"33",0.283793504765729,15.9916346785588
"34",0.282372112201898,15.6282110379748
"35",0.277338482763716,15.2344515612204
"36",0.286394399852595,14.8761363748874
"37",0.2783079717607,14.8715747264502
"38",0.27184010983561,14.7712539834723
"39",0.27651932919675,14.2239252027275
"40",0.274484771985735,14.1278654231893
