"clusters","silhouette_width","sums_of_squares"
"1",0,248.256554832439
"2",0.424419623483379,133.947886203978
"3",0.396382001813809,91.2857002869298
"4",0.386447990493827,73.3301853897269
"5",0.366270663733533,60.5546532870209
"6",0.351098270703114,52.8690744598661
"7",0.346132508424021,46.0516086509043
"8",0.341836837486396,41.9716266321424
"9",0.337856984546677,39.1332357709942
"10",0.337081264520904,35.2078083781124
"11",0.319665025893998,33.2226245233958
"12",0.321230927711746,31.536397409727
"13",0.317833960832293,30.3818158826023
"14",0.320237844249081,28.8557134759424
"15",0.317909119360961,27.3307134342377
"16",0.311667058096404,25.9926059660843
"17",0.302152227031449,25.1169644771073
"18",0.303102844453672,24.2090090864772
"19",0.297069693416282,23.3233244544183
"20",0.293787048937775,22.4432723718936
"21",0.273266802403256,21.895410884674
"22",0.289524047801264,21.2694544904308
"23",0.289567834744857,20.4263018587282
"24",0.287914627889302,19.9870618179858
"25",0.288098054080389,19.5521110842195
"26",0.286544213232321,18.9039887348196
"27",0.285683426909978,18.3060059819369
"28",0.286594343547901,17.9863185059408
"29",0.275038457298164,17.6278566961453
"30",0.286021100417586,17.1300642873162
"31",0.276040943568761,16.8684665662534
"32",0.28185537242666,16.478170178092
"33",0.279965801045303,16.1028802325916
"34",0.280378660061814,15.8528056726898
"35",0.278499260545474,15.5674570223217
"36",0.272994113360146,15.2686740528394
"37",0.279463760238828,14.8276565860891
"38",0.27470254814278,14.6660699882036
"39",0.230933033067245,14.3828252444276
"40",0.276485822921042,14.2066352935342
