"clusters","silhouette_width","sums_of_squares"
"1",0,250.421169204519
"2",0.427494355673543,134.038243993668
"3",0.398483993338742,91.2630336395687
"4",0.39008546140589,72.8620860897361
"5",0.367897691736793,60.3113399528393
"6",0.350025398769921,52.5696378603294
"7",0.351118441854346,45.6228630157113
"8",0.345436930878932,42.9954583739845
"9",0.33312090258378,37.8868593052489
"10",0.340075967505497,35.1330735704943
"11",0.335722865099601,33.4985194467051
"12",0.321178741027164,31.2900140326496
"13",0.323649511786859,29.4968975333042
"14",0.319455375987594,28.0665683569916
"15",0.320238153225513,26.8186057291937
"16",0.306248628927005,25.7524949181469
"17",0.305472378271412,24.6652373113879
"18",0.289991419959497,24.1075393643328
"19",0.296871079906209,23.2947792838695
"20",0.297282494085113,22.3684041653085
"21",0.28799626260929,21.5821647446715
"22",0.29172890302398,20.9512306316556
"23",0.292233915374949,20.2725755766869
"24",0.289975432894626,19.7168168951813
"25",0.288772545305594,19.4516594034691
"26",0.292111882372189,18.6898677364844
"27",0.289827010052463,18.1484858591161
"28",0.292765518108359,17.8366251216043
"29",0.291122071362844,17.3912807307854
"30",0.2822114032613,17.1430512736868
"31",0.282423910472294,16.7343535123228
"32",0.278840801222765,16.3751610715505
"33",0.287292468385962,15.9226825511561
"34",0.280057243526694,15.630491813227
"35",0.282465536525064,15.5537030376802
"36",0.278591516455841,15.1594687073075
"37",0.281510461318205,14.8908851202218
"38",0.27676124949727,14.686312157121
"39",0.27423616526424,14.3544451992621
"40",0.272460679849572,14.0675116938288
