"clusters","silhouette_width","sums_of_squares"
"1",0,249.118457267038
"2",0.430027614655081,132.759168562216
"3",0.400043661601311,90.5560131799138
"4",0.37985274210177,72.632408839783
"5",0.365748482888951,59.8789038502038
"6",0.364360437175906,52.1375575359556
"7",0.349691077307448,45.3022733790407
"8",0.342413604050008,41.4347700334064
"9",0.337750309827185,37.6054225259669
"10",0.33814628372395,34.9078040441281
"11",0.320724507464342,32.7709488797575
"12",0.322185731525921,31.0298898714723
"13",0.319452364275059,30.6162672165026
"14",0.322068178443851,27.9579479135349
"15",0.316194594055352,26.8524386231701
"16",0.306026123188419,25.8955657722375
"17",0.314027157430427,24.4937749422837
"18",0.298799896923897,23.9721382158254
"19",0.303217343112422,23.1066299241384
"20",0.293362082710346,22.0224883709544
"21",0.290076433250489,21.3605289761323
"22",0.297627794417794,20.6931267787683
"23",0.287147165156352,20.2615715964554
"24",0.284994666559389,20.0381473694364
"25",0.287897689242037,19.1553918376847
"26",0.287523195692877,18.4685358949468
"27",0.297763450756057,18.0516212686486
"28",0.287352886791495,17.5711608875151
"29",0.284100260407694,17.1151899320811
"30",0.288348964059587,16.8707634518868
"31",0.281463083830465,16.5286514804367
"32",0.286061682352418,16.2894221753864
"33",0.283149714696804,15.9510858915726
"34",0.278426832784162,15.3347600484213
"35",0.276251184138997,15.1768304671473
"36",0.28087139784386,14.8336295984524
"37",0.277245939235923,14.7622863892788
"38",0.279787221383997,14.5708677860411
"39",0.275423009839218,14.3372549910008
"40",0.287245051146156,13.8287028771836
