"l","a","b"
0.108565854603821,0.0387325267121041,0.05220166144011
0.0758047705599871,-0.00839938633889759,0.00709816152399401
0.140082864044757,-0.00306886442838494,0.0777036112087903
0.143375319371852,-0.0171244204060922,0.0308443181888218
0.204435454124049,-0.0117364488918942,0.0193325873943218
0.131729579391695,0.0317979814881963,0.0899888700675366
0.181144999572616,0.00534706026276976,0.0169705496553207
0.163576460620614,-0.0239529746067918,0.0368196672478227
0.133783411975219,0.0404169957986672,0.0980545844645464
0.112261794937158,0.0187922014479591,0.0686435647420713
0.249284801374394,-0.00170117613246257,0.00778204448250164
0.190109625965288,-0.0205751194440329,-0.00389699161565393
0.112701311286656,-0.000781611644268265,0.0399552111765233
0.168303123311436,-0.0395550686090179,0.0162358377867045
0.0805878192344025,0.0472864237118231,0.063596969971319
0.264341607146552,-0.0010907395580767,0.0029683137029779
0.119881106174425,0.0275823333612674,0.0415678217289051
0.181652644702787,-0.00909927604765548,-0.00991114797216364
0.154951905162459,0.00958699555171638,0.0905442518684796
0.12944401031594,-0.101060502828779,0.0197086204044572
0.262800805750889,-0.00436261574718322,0.0118731178178455
0.15458387853062,-0.01623687242501,-0.040922730681564
0.0989181889196189,0.0679917138220604,0.060834798900683
0.265193464951331,-0.00730884235418394,0.00412992605036688
0.0871562723825647,0.0667057025075801,0.0737918629359235
0.0899920167037536,0.026776512413576,0.0563703478874578
0.140980280990576,-0.00257209353590748,0.0259141564332543
0.118362666584137,-0.0103929471906156,-0.0757416734334437
0.260736310506342,-0.00259641591966731,0.000761516647423965
0.19959029042268,-0.00975058633449766,0.0233848482415866
0.105496677032775,0.0340201035216869,0.0555700695454131
0.218168270062844,0.00281587102662906,0.01440242841943
0.138966157975911,0.00768286095460813,0.0295274679386337
0.252134788202309,-0.00259641221211915,0.000761515164404702
0.109587775239447,0.0488163598922342,0.0909564318386791
0.1848753181443,0.00947331086860459,0.0435685354729487
0.268642368298572,-0.0010907414118716,0.00296831444449031
0.112034893682683,0.0299832495100627,0.0507951466195311
0.103204079868885,-0.0140479170041979,0.0319283048185348
0.180306183609687,-0.0104261513422799,0.031528177604373
0.262419890384276,-6.52433675141229e-05,0.00332964455690976
0.236067968773138,-0.00449286473543087,0.0185323118329417
0.143401414130011,0.00572126933869044,0.0506278674541172
0.116609768335113,-0.0122485463930067,-0.0864531340425134
0.182365347523721,-0.00699974410078852,0.0411168353880831
0.17663746182329,-0.0652575865128097,0.0105321589041696
0.272943129450589,-0.00109074326563874,0.00296831518599716
0.11666494257938,-0.0688142293026606,0.00760268975960599
0.232937756311198,-0.00730882845087488,0.00412992048904326
0.143544247339463,0.0299666472025201,0.104430072231126
0.128921506057473,-0.101825476943748,0.00602889188068279
0.195572707054371,0.000374108508560678,0.033657358025746
0.12505391559003,0.0313829320677805,0.0848138043557767
0.260892703799314,-0.0073088405004168,0.00412992530886003
0.160109238828198,0.0219989274217874,0.0630683679232136
0.114520586831546,0.0608132395612387,0.0583054832939078
0.0784154198386879,-0.0667632220913289,0.00832534553539266
0.125389735330089,-0.0115818835446507,0.0378260355749671
0.102410315879787,0.0506885516698419,0.0480329707290839
0.225069645528571,-0.0021570774834806,0.0310892354922154
0.155454273689298,0.0253193478110536,0.104468883606945
0.111388491281517,-0.0710197490286085,-0.0116134353298658
0.101382545671985,0.0527638136020997,0.0739082933558288
0.270947952577131,-1.16787898796211e-07,4.67151539673694e-08
0.27309833315314,-1.17714782366107e-07,4.70859129464429e-08
0.188829476366418,-0.0539771427833791,0.0145068040441398
0.179067560866123,0.0122484189458844,0.0864531850213568
0.157874162511138,0.0144296793164744,0.0805166451136374
0.103562480323042,0.00822818902368461,0.0280433277711323
0.164896418168244,0.0114668619880243,0.126408374323311
0.154791315402214,-0.0112971044309157,0.0496603038292021
0.117144289026555,0.0472864079547192,0.0635969762741551
0.256359137093465,-0.0089447769729134,0.00858232671747117
0.158169137819101,-0.0166199734645822,0.0578424464215854
0.227780995614307,-0.00170116686358524,0.0077820407749507
0.116462264069444,-0.096966197823109,-0.0576336377050901
0.120011459436416,0.0250103005365182,0.0674819538776961
0.173435661263785,-0.00581971361374167,0.0599716268429584
0.173692799016514,0.0064453711315221,0.0927898608559852
0.110142212753789,-0.00656038990749785,0.0714445479300274
0.126927022681684,0.034085224539987,0.0522404739281945
0.198728959547299,0.00104968046799048,0.025514025882295
0.22300396069361,0.00541217247561343,0.0136409575602736
0.156603485982874,-0.0235545080292804,0.0956296507853227
0.0885541311144173,-0.00423996216870892,-0.0735736914612595
0.264423350737921,6.50162799431531e-05,-0.00332955372187582
0.146211691389066,-0.0140479355419665,0.0319283122336422
0.106298096806039,-0.0725011539852854,0.0113324277919546
0.148669581947679,0.00670590293944118,0.0794714592932122
0.10095777899642,0.0375767741181837,0.0584995275673239
0.129248600951776,0.0195980279569657,0.053841036358987
0.118035020869904,-0.0161794084545391,-0.123039916907569
0.111777810657138,0.0427042462655541,0.0603061853591602
0.11940721158658,0.0230895705835149,0.0601000927787754
0.111871340698304,-0.0641426622138425,0.0327165400441753
0.216736441879945,-0.00724369121202217,0.000800318383603615
0.116726616240765,0.0391233047275924,0.0322240669745122
0.131121642241794,-0.0695140796186794,-0.00940663549364729
0.131370507588791,0.00835843754848353,0.0213841339414045
