"l","a","b"
0.142938689370393,-0.0829515141675397,0.0177079201929775
0.111217910209003,-0.0803551969614374,0.0169464430309796
0.151418714861478,-0.0611390054677946,-0.0416574408817816
0.200926705476327,-0.0218611404908392,0.00906007631252259
0.0978945057247316,0.0456913373161477,0.0395671153999633
0.129166857360403,0.0184422721189598,0.0601389037838351
0.0968560728559105,0.0581518133863923,0.062396551253302
0.125757663582029,0.0310981399776061,0.0729795412921119
0.174256147707077,-0.00470481758486907,0.082156019291002
0.15184654314108,0.010433690211864,0.0472594602757059
0.141839750926795,-0.00873274811864777,-0.055041411142509
0.110704999549963,0.0310981464658328,0.0729795386968213
0.177310520877008,0.00978237668090853,0.0805554577871015
0.264652014551658,0.00109051154362216,-0.00296822249719053
0.249065610631263,-0.00730883540252247,0.00412992326970785
0.266112261946368,-0.00259641823689705,0.000761517574315862
0.121910088317385,0.0325386892961327,0.0785159363747845
0.127070990754369,0.0275414707714555,0.0700500827140682
0.252220100564926,-0.0188498067688614,0.0134736780241063
0.14585924996145,0.00148902631930126,0.0558417417610424
0.195389029412826,-0.0119561065238943,0.00416872333748874
0.182534166036973,-0.00988083949374219,0.0300440439250815
0.108807494457771,-0.0740476924732392,0.0376078915361899
0.16991454212296,0.00721034710027268,0.106469588638247
0.0995038446883747,-0.00284796075789018,-0.118342614694172
0.126848023405728,0.0062269544401361,-0.133584091121497
0.27309833315314,-1.17714782366107e-07,4.70859129464429e-08
0.118003240721105,0.0480922414154011,0.0487944451104116
0.121091408086084,0.00179809954671539,0.0928286611091456
0.161045164677997,-0.0196556013002391,0.0282761936161335
0.171979500881992,-0.0265084222714068,0.00909888064398734
0.168521752160178,0.0148613157507776,0.0320567913312697
0.148564641020648,-0.0358681309499537,0.01250609456378
0.114085774116528,0.032188770626343,0.07001127115287
0.137443167858219,0.026035788385087,0.0678432880684254
0.224570802120255,0.00654365690873349,-0.0178095700419489
0.106942120026371,0.0401079448165698,0.0610676562183166
0.112332875867509,0.0303331714239657,0.0592998105438058
0.187588529169201,0.00528960926873823,0.0990877306907445
0.113591689069878,0.0176773044922029,0.0464591726647812
0.120915452030335,0.0394974957291933,0.0658813920030366
0.114414554693997,0.00718610025789157,0.0813169186358598
0.0636931569107304,-0.0208509500539411,-0.14815377738791
0.247817460089912,-0.00503818260873257,0.0200164479221387
0.112198173031167,-0.000821246269919196,-0.142772610568381
0.175645887140281,-0.00191312388402032,0.0714057499013987
0.0915233450288149,0.0346305526090634,0.0507563337606931
0.13065438910369,0.0317979819516312,0.0899888698821627
0.27309833315314,-1.17714782366107e-07,4.70859129464429e-08
0.114768813408055,0.0288517632231894,0.0822456749632661
0.104084875127146,-0.040978999862884,-0.0429354892104106
0.27309833315314,-1.17714782366107e-07,4.70859129464429e-08
0.126790819847521,0.048816352477124,0.0909564348047232
0.10140494005562,-0.0906101463540865,0.0133331294864591
0.269337832810379,-0.00259641962721546,0.000761518130443228
0.131830269124272,0.0237894093134405,0.0771094226664715
0.242458075610269,-0.00259640804112227,0.00076151349600595
0.160407728180228,-0.0514459572548143,0.0170749267630554
0.100205476060985,0.0665754363718962,0.0804510638099998
0.146174988697062,-0.00152232964797938,0.0514281489475799
0.27309833315314,-1.17714782366107e-07,4.70859129464429e-08
0.266112261946368,-0.00259641823689705,0.000761517574315862
0.205968643388275,-0.00852202091615462,0.0925449632026176
0.147375091462184,-0.0488739188687221,-0.00883920761026724
0.122492437876332,0.0372102540677349,0.103629787586246
0.264200018254698,-0.00615308605272924,-0.00216794155985522
0.092765029376416,0.068341638516628,0.0693394617126919
0.244367367152261,-0.00545323341949455,0.0148413827665117
0.244449110743631,-0.00429747758146082,0.00854351534165798
0.161740683916989,0.00382480198515833,0.0683986700547479
0.166851885472841,-0.00849773329070214,0.117697616891771
0.135095494829969,0.0176772952233117,0.0464591763723321
0.160212307741606,0.00238425498386152,0.0628622740451779
0.139409925519864,0.0386916539265175,0.080683926503583
0.262969624264141,-0.00724371114013689,0.00080032635484395
0.136997174240516,0.0147630216315864,0.142656225565996
0.131637052610486,-0.075773041760499,0.0202372365412651
