"l","a","b"
0.27309833315314,-1.17714782366107e-07,4.70859129464429e-08
0.135219272443848,0.00111483809837887,0.0221844156202466
0.114483256443517,0.0303331704970683,0.0592998109145593
0.122222874903322,0.0231138401346614,0.0852527536976566
0.114275917951822,0.00853724695744351,0.065030253236692
0.24530806243818,-0.00349164412077885,-0.00625901582209099
0.166686537350937,-0.006169632746994,0.0514669618064234
0.0946600236845008,0.001464777623153,0.0306890725001674
0.111751770626157,0.0448446380215545,0.0828519088465152
0.132394862132429,0.0318222519662265,0.115141530615659
0.0950116953834694,0.00162053339558543,-0.162027547033672
0.119225230702657,-0.068838501171023,-0.0175499702323834
0.0935265975481947,0.00164480480051299,-0.136874886856309
0.104085612277533,0.051998838096784,0.0602285653881929
0.0636931569107304,-0.0208509500539411,-0.14815377738791
0.117299901516414,-0.00856161753938489,-0.0901828737432553
0.194882519145892,-0.0282989018458302,-0.00494217502616245
0.122171886051873,0.0384477290606006,0.0403674006009769
0.106760876292835,0.0411577110217137,0.0865816478057502
0.0955070136732594,-0.0315132876481522,-0.0781545677038198
0.0938099831661674,0.0448855052458119,0.0543696460075793
0.270413023098385,-0.00259642009066419,0.000761518315822718
0.101555914712634,-0.00644548977320192,-0.0927898133993132
0.27309833315314,-1.17714782366107e-07,4.70859129464429e-08
0.078923813193704,0.0785965981050241,0.0729527711789135
0.202687887205538,-0.0187846551632648,0.0101440701719635
0.216397615263027,0.00432154970543552,0.016609224548092
0.13606761620456,0.0372919671978028,0.0466652704357362
0.239952246729782,-0.0184590199479306,-0.00650391996367405
0.158489580189201,-0.0678296114589999,0.036446287901537
0.13031550775959,0.0183771413683337,0.0634685032939841
0.119130609450977,0.0269553018944213,0.100016475153986
0.204035592616229,0.00172525150055058,0.0173706941095975
0.22804103078953,-0.00800867042488607,-0.0128794081010131
0.223049618214546,-0.00472910938131843,0.0570033672702419
0.0847268557629413,0.0571914535077711,0.0587056186646895
0.0903705528895316,0.034085240297077,0.0522404676253585
0.116469587942397,0.0768303829838668,0.0840643784667916
0.196810811556269,-0.0153339737361952,0.0448853870207822
0.17854386701724,0.0172864949625068,0.0664367797360621
0.210085110277177,0.00297040578656205,0.0328958888349884
0.145097419228225,0.0100837710786394,0.0387547952391654
0.122445017796132,0.035134992598912,0.0777544647741213
0.112927595919558,0.0118499838825809,0.0276431888781736
0.178670078539135,0.014104019075159,0.0971646452596675
0.202331822279493,-0.010824624408004,-0.0272818033378419
0.135731168768473,0.0372511078521043,0.0751475301232596
0.256363278833557,-0.0083343339103148,0.00376859334266233
0.0576223139277445,-0.00132567606397904,-0.169770745660125
0.116100360645682,-0.010018753408364,-0.0420843495171797
0.25966112021834,-0.00259641545621858,0.000761516462044476
0.27309833315314,-1.17714782366107e-07,4.70859129464429e-08
0.107889336233221,0.0310738769146862,0.04782687777794
0.27309833315314,-1.17714782366107e-07,4.70859129464429e-08
0.128593407903214,-0.00883105011639795,0.0555580262436406
0.090518662702312,0.0281519295911442,0.0652363430364178
0.221870114695534,-0.00429746784913476,0.00854351144872756
0.0988292967112976,0.0348259402264822,0.0407675370840244
0.165836540485323,-0.00459114217063461,0.129131739394078
0.267648921601936,6.50148896108593e-05,-0.0033295531657429
0.105834368786461,0.0532439942365764,0.0757537593720659
0.25959713317776,-0.00711344917544987,-0.00585887285082798
0.077766824587151,0.05245476122967,0.0369213656657319
0.139001152835831,0.0079267932356214,0.0698439908751958
0.233517726689314,0.00896883658389747,0.0165704181774695
0.1284198310283,0.0172622458028959,0.0412841106605721
0.265037071658362,-0.00259641777344832,0.000761517388936372
0.111894549108428,0.0441039343846011,0.0943248408708741
0.227337337524713,0.0172622031660435,0.0412841277153131
0.0996320266037927,0.0393021141365524,0.0758701862697997
0.104605109659136,0.0213642375168216,0.042729431295635
0.155393855419966,0.00339316369708798,0.116858524578622
0.11747069042319,0.0338898378494518,0.0622292702341098
0.27309833315314,-1.17714782366107e-07,4.70859129464429e-08
0.224507431701241,-0.0217960203994227,0.0057304810660519
0.147840195402637,0.0281927643743102,0.036754093173913
0.269872762289129,-1.16324463950157e-07,4.65297855800628e-08
0.272943129450589,-0.00109074326563874,0.00296831518599716
0.183929236800687,-0.0122817528618729,0.0208167179221896
0.206877295963956,-0.000390870704303214,0.0199776315411293
0.156716655662915,-0.00474566951547128,0.110638276012476
0.106352103608803,0.0103928503308176,0.0757417121773629
0.247834027050292,-0.00259641035835201,0.000761514422897847
0.138966157975911,0.00768286095460813,0.0295274679386337
0.0870714561126995,-0.0576640280732788,0.0182365263193984
0.155822599654083,-0.0557675982587186,0.000465738734356513
0.254523305662659,-0.00615308188173236,-0.00216794322825398
0.177673008344073,0.0076828442706206,0.0295274746122232
0.123370335712096,0.0288517595156274,0.0822456764462909
0.106711077031804,0.0506885498160609,0.0480329714705907
0.143276855713019,-0.0288518744497451,-0.0822456304726382
0.0975870504693042,0.0499235794086395,0.034353241463797
0.2576671329353,-0.00730883911008451,0.00412992475272711
0.23287081712094,-0.018239355364269,0.00865994131249437
0.0779836250749888,0.00284020221581749,0.0395550646830833
0.106308879995879,0.0339141134253623,0.0873819287430855
0.119986974130434,0.00625122816226564,-0.108431431871009
0.108553429383537,0.0369011975242944,0.0666428615645476
0.124630338504879,0.0103928424522726,0.0757417153287809
0.0844920250884051,-0.014763117101052,-0.14265618737821
0.176707309510501,-0.00607132935891153,-0.0591324761358647
0.074785283832373,-0.00510323828142867,0.0233460174011157
0.1291998818268,-0.0266463463818034,-0.0630295087199639
0.198999657383542,-0.0156430372312832,0.00789846377974301
0.270569416391353,-0.00730884467141368,0.00412992697725878
0.101800043201777,-0.0808596462201772,-0.0100516842748921
0.182583293949257,-0.0205751161999196,-0.00389699291329371
0.272943129450589,-0.00109074326563874,0.00296831518599716
0.0948425117356315,0.0195980427871861,0.0538410304269044
0.234556159558135,-0.00349163948634712,-0.00625901767586923
0.0699768775501859,0.00934309988276372,0.0502277142870877
0.155289421660143,-0.112975676782812,-0.00460494523523147
0.121127428354875,-0.0787192628061706,0.0124940425492603
0.130586052488759,-0.00644550228619256,-0.092789808394117
0.272481660083024,-0.00375217685558149,0.00705938611142987
0.0718439272354026,-0.00891151998863582,-0.0986875454533853
0.130330104326447,-0.0245136371630622,-0.119271365645623
0.256585421726371,0.00368681855393571,-0.00372969558087299
0.160162453753394,-0.0130709877225604,-0.0180156750426375
0.0969483149267596,-0.0260358894158819,-0.0678432476561075
0.130612763868488,-0.00742245613036263,-0.0428458187079317
0.0881372391317363,0.0387325355175328,0.052201657917933
0.160439110616178,0.00804936246728838,-0.0156027846651863
0.0578616951296809,0.0143006865624823,-0.124034254909366
0.0391564127571087,-0.00613640032524898,-0.0558029005394256
0.0631253124199489,0.0716135281456087,0.0604346522218691
0.145151239700535,-0.115637106201744,-0.000513875978203071
0.0368235988571541,0.000716416938370545,-0.0366255860842601
0.0310341163714298,-0.00683624090894175,-0.0728122296856148
0.060004408847071,-0.0107428440785512,-0.0842463473681054
0.0896417466227071,-0.00240863344434794,-0.0880148914003176
0.0756087771525173,0.0274112324424175,0.0767092724654805
0.131269091780283,-0.00978250968936001,-0.0805554045837209
0.0629332854965767,-0.033751973059909,0.00989914285817739
0.0561255606008366,-0.0188254514805752,0.0386263046481261
0.102632294591057,-0.0122485403682426,-0.086453136452419
0.0497069361719973,0.00988073938983092,-0.030044003883517
0.0705590740020519,0.00588473869912731,-0.0633011840870112
0.0913188928851554,-0.0725662777842362,0.0146620245214391
0.0771916125706937,0.0129648956685574,0.0498275750233756
0.0696911674785632,0.00269458120141786,-0.111360899347174
0.265416797434558,-0.00109074002152543,0.00296831388835184
0.171734843076727,-0.0119560963281334,0.00416871925918438
0.27309833315314,-1.17714782366107e-07,4.70859129464429e-08
0.0856265424352287,-0.00389003886447359,-0.0650690280931232
0.105006007650289,-0.00603043896245381,-0.0876147482436807
0.155858069102951,-0.0206479169748003,-0.0793549788213499
0.0751169181796172,-0.00683625991014514,-0.0728122220851279
0.108002385384442,-0.0669177661201392,-0.0101681111726204
0.0711231487685389,0.0208840693953216,0.0408839602742017
0.0784309177374674,0.0582820818392921,0.0557373494523394
0.272023142865137,-1.17251333642265e-07,4.69005334569061e-08
0.0902714615346731,-0.0206478887047057,-0.0793549901293933
0.272943129450589,-0.00109074326563874,0.00296831518599716
0.0931925292929385,-0.0100021548083695,-0.0957192736457502
0.0350790277410375,-0.041760533185109,-0.00298030936270455
0.111730281122576,-0.00934317820482089,-0.0502276829582704
0.0953565246796479,-0.0139738766790493,-0.103823796637914
0.134107996085415,-0.0101821991331658,0.0718446925696947
0.108307472533497,0.00728441059763552,-0.0292825220870874
0.108162260143217,-0.00535486700302401,-0.0957580803871316
0.0760209107735399,0.00765093528252991,-0.0744127839597875
0.132835360238083,-0.0266706187136145,-0.0881821685265793
0.0708386282873334,0.00843250058239764,-0.114367976598545
0.0886346303881922,-0.0222672376998662,-0.128537508400289
0.069548542103373,0.0115652107936098,0.0158089182140275
0.152049619363858,-0.0851813108597305,-0.026660862849337
0.272252996269287,-0.0047776721192605,0.00669805488674458
0.082096059678161,0.0636943488574876,0.0693782691955802
